:ID;pageCount:string;title:string;volumeNo:int;publishedYear:int
415;221-255;A deterministic skip list for k-dimensional range search.;41;2005
416;775-793;A Tree-Based Mergesort.;35;1998
417;319-334;On an Exponential Server with General Cyclic Arrivals.;18;1982
418;385-397;Total lineare Realisierbarkeit endlicher Automaten.;3;1974
419;353-375;A Decidability Criterion for van Wijngaarden Grammars.;5;1975
420;595-606;Online square and cube packing.;41;2005
421;433-449;Replaceability and Computational Equivalence for Monotone Boolean Functions.;22;1985
422;25-57;Correctness of Semantic Integrity Checking in Database Management Systems.;26;1988
423;183-193;Subrekursive Komplexität bei Gruppen: II. Der Einbettungssatz von Higman für entscheidbare Gruppen.;9;1978
424;281-302;A Model and a Fast Algorithm for Multiple Errors Spelling Correction.;29;1992
425;373-386;A Useful Lemma for Context-Free Programmed Grammars.;11;1979
426;325-338;Three Measures for Synchronic Dependence in Petri Nets.;19;1983
427;21-43;Data structures for order-sensitive predicates in parallel nondeterministic systems.;37;2000
428;587-619;Checking interval properties of computations.;53;2016
429;831-879;Labelled transition logic: an outline.;37;2001
430;331-343;A Multiclass Networt Model of a Demand Paging Computer System.;9;1978
431;43-55;Exploiting colored Petri nets to decide on permutation admissibility.;46;2009
432;335-373;A Robust and Efficient Spatial Data Structure.;29;1992
433;319-323;On the Role of Unification in Mechanical Theorem Proving.;7;1977
434;111-117;On the Average Internal Path Length of ;23;1986
435;545-554;Deterministic Sequential Functions.;29;1992
436;15-39;Step semantics of boolean nets.;50;2013
437;511-544;Querying Sequence Databases with Transducers.;36;2000
438;341-362;Dynamic Weighted Binary Search Trees.;11;1979
439;689-707;Bi-Catenation and Shuffle Product of Languages.;35;1998
440;227-228;Letter from the Editor.;37;2001
441;336-344;On Non-Determinancy in Simple Computing Devices.;1;1972
442;567-583;Deterministic Grammars and Grammar Morphisms.;23;1986
443;121-144;Efficiently building a parse tree from a regular expression.;37;2000
444;191-215;Verification of population protocols.;54;2017
445;195-222;Refinement verification of the lazy caching algorithm.;43;2006
446;287-304;do Considered od: A Contribution to the Programming Calculus.;11;1979
447;257-287;Query optimization in information integration.;50;2013
448;631-656;The Expressive Power of the Bounded-Iteration Construct.;28;1991
449;43-81;Efficient Memo-Table Management Strategies.;28;1990
450;283-291;Die mittlere Additionsdauer eines Paralleladdierwerks;2;1973
451;193-199;Van Wijngaarden Grammars and Space Complexity Classs EXSPACE.;8;1977
452;43-45;Reducing the Number of Multiplikations in Iterative Processes.;3;1973
453;409-415;Solving a weak NP-complete problem in polynomial time by using mutual mobile membrane systems.;48;2011
454;129-139;The Characterization of Parallel Ultralinear Grammars by Rational Power Series.;15;1981
455;1-26;Optimization of a Subclass of Conjunctive Queries.;32;1995
456;681-722;Dynamic controllability via Timed Game Automata.;53;2016
457;243-263;Axiomatic Approach to Total Correctness of Programs.;3;1974
458;521-533;On Abelian 2-avoidable binary patterns.;43;2007
459;509-543;Concurrent Testing of Processes.;32;1995
460;89-116;Timed tree automata with an application to temporal logic.;38;2001
461;713-732;Efficient Comparison of Program Slices.;28;1991
462;189-190; A Reply to Comments on   A Comparison of Two Synchronizing Concepts   ;2;1973
463;43-50;New bounds for the query complexity of an algorithm that learns DFAs with correction and equivalence queries.;48;2011
464;441-457;On Simplest Possible Solutions for Post Correspondence Problems.;30;1993
465;347-377;Necessary and Sufficient Conditions for the Universality of Programming Formalisms.;22;1985
466;663-676;Cooperative Distributed Dynamic Load Balancing.;25;1988
467;105-115;The identity problem of finitely generated bi-ideals.;49;2012
468;177-191;The Boolean closure of linear context-free languages.;45;2008
469;171-186;Über die Vernetzungsstruktur von Maschinen.;3;1974
470;531-577;Towards action refinement for true concurrent real time.;39;2003
471;725-747;Tableau-Based Model Checking in the Propositional Mu-Calculus.;27;1990
472;333-354;The Complexity of Reachability in Distributed Communicating Processes.;25;1988
473;97-117;Bin stretching revisited.;39;2003
474;403-432;Reasoning about faulty quantum programs.;46;2009
475;427-464;A Characterization of Attribute Evaluation in Passes.;16;1981
476;501-520;Signature-free asynchronous Byzantine systems: from multivalued to binary consensus with t< n/3, O(n;54;2017
477;499-522;Analysis of a Class of Communicating Finite State Machines.;29;1992
478;593-624;A Calculus of Refinements for Program Derivations.;25;1988
479;73;Parallel LL parsing.;44;2007
480;219-232;Recursive Assertions and Parallel Programs.;15;1981
481;381-394;Finding vertex-surjective graph homomorphisms.;49;2012
482;191-213;Fast Algorithms for the Elimination of Common Subexpressions;2;1973
483;699-707;Erratum: Proving Properties of Pascal Programs in MIZAR 2.;22;1986
484;837-857;Unconditional Transfer in Regulated Rewriting.;34;1997
485;135-147;Further Analysis of Code Generation for a Single Register Machine.;18;1982
486;15-34;The Synchronization of Independent Processes.;7;1976
487;203-227;An Effectively Given Initial Semigroup.;22;1985
488;95-118;Canonical prefixes of Petri net unfoldings.;40;2003
489;169-191;Hardness of equivalence checking for composed finite-state systems.;46;2009
490;67-98;Acceptable Functional Programming Systems.;23;1986
491;211-231;Preference rankings in the face of uncertainty.;39;2003
492;451-468;A word on 7 letters which is non-repetitive up to mod 5.;39;2003
493;499-536;Truly Prefix-Correct Chain-Free ;22;1985
494;157-177;Some Efficient Computational Algorithms Related to Phase Models.;27;1989
495;357-360;Axiomatic Approach to Side Effects and General Jumps.;7;1977
496;181-202;From ATP to Timed Graphs and Hybrid Systems.;30;1993
497;559-569;On the Recognition of Permuted Supnick and Incomplete Monge Matrices.;33;1996
498;131-153;Tree-systems of morphisms.;38;2001
499;225-248;First-order logics: some characterizations and closure properties.;49;2012
500;603-616;Non uniform random generation of generalized Motzkin paths.;42;2006
501;145-153;Parallel Tree Contraction and Prefix Computations on a Large Family of Interconnection Topologies.;32;1995
502;214-248;Developmental Systems with Locally Catenative Formulas;2;1973
503;609-636;Self-stabilizing group communication in directed networks.;40;2004
504;213-242;Connectivity of workflow nets: the foundations of stepwise verification.;48;2011
505;491-527;Trajectory-based codes.;40;2004
506;547-585;Mining approximate interval-based temporal dependencies.;53;2016
507;243-266;LAR: A Logic of Algorithmic Reasoning.;8;1977
508;431-477;Synthesized and Inherited Functions. A new Computational Model for Syntax-Directed Semantic.;31;1994
509;407-415;On Proving that Certain Languages are not ETOL.;6;1976
510;361-376;Concurrent Algorithms for Root Searching.;18;1982
511;203-224;Stochastic game logic.;49;2012
512;23-29;Worst-Case Analysis for Region and Partial Region Searches in Multidimensional Binary Search Trees and Balanced Quad Trees.;9;1977
513;183-192;Ambiguity and Precedence in Syntax Description.;4;1974
514;101-112;Maintaining Order in a Generalized Linked List.;21;1984
515;149-169;Verification of Programs with Procedure-Type Parameter.;18;1982
516;217-242;Dynamic Bayesian networks for formal verification of structured stochastic processes.;54;2017
517;157-167;The Design of a Portable Programming Language.;10;1978
518;195-215;Merging Sorted Runs Using Large Main Memory.;27;1990
519;47-66;Strongest Invariant Functions: Their Use in the Systematic Analysis of While Statements.;22;1985
520;595-624;On Finite Automata with Limited Nondeterminism.;35;1998
521;483-495;Some properties of involution binary relations.;52;2015
522;45-88;Correctness of dataflow and systolic algorithms using algebras of streams.;38;2001
523;501-519;Space Sweep Solves Intersection of Convex Polyhedra.;21;1984
524;261-281;Task Allocation in Fault-Tolerant Distributed Systems.;20;1983
525;425-438;Resolution on Formula-Trees.;25;1988
526;721-734;Minimal Huffman Trees.;36;2000
527;653-678;Combinator-Based Compilation of Recursive Functions with Different Parameter Passing Modes.;24;1987
528;341-355;On the Implementation of Strassen's Fast Multiplication Algorithm.;6;1976
529;375-382;Single Machine Flow-Time Scheduling with Scheduled Maintenance.;29;1992
530;123-156;Infinitary rewriting: closure operators, equivalences and models.;50;2013
531;243-255;On Alternation.;14;1980
532;431-448;A Network for the Detection of Words in Continuous Speech.;18;1982
533;177-193;Constructing LR Parsers for Regular Right Part Grammars.;11;1979
534;61-92;Petri nets are dioids: a new algebraic foundation for non-deterministic net theory.;56;2019
535;449-471;Exploiting a hypergraph model for finding Golomb rulers.;51;2014
536;213-225;Fair sticker languages.;37;2000
537;359-369;Descriptively Complete Process Logic.;14;1980
538;309-332;Predicate-Transformer Semantics of General Recursion.;26;1989
539;271-341;Characteristic bisimulation for higher-order session processes.;54;2017
540;477-500;Symbolic models for control systems.;43;2007
541;221-242;Locations Considered Unnecessary.;8;1977
542;257-271;Interactaive Graphics on Intelligent Terminals in a Time-Sharing Environment.;5;1975
543;461-481; A   Yo-Yo   Parsing Algorithm for a Large Class of van Wijngaarden Grammars. ;29;1992
544;221-260;Distributed synthesis for regular and contextfree specifications.;51;2014
545;477-510;Decision Problems for Finite Special String-Rewriting Systems that are Confluent on Some Congruence Class.;28;1991
546;51-60;Delay and energy efficiency analysis of multicast cooperative ARQ over wireless networks.;51;2014
547;663-687;On the Lengths of Values in a Finite Transducer.;29;1992
548;351-363;Effective Construction of the Syntactic Algebra of a Recognizable Series on Trees.;28;1991
549;679-700;Querying Datalog Programs with Temporal Logic.;30;1993
550;91-127;Average-energy games.;55;2018
551;201-211;Grundlagen einer Theorie der Datenstrukturen und Zugriffssysteme. Teil I: Datenstrukturen und Schemata.;4;1974
552;165-171;Periods in Extensions of Words.;43;2006
553;447-485;On the relations between Markov chain lumpability and reversibility.;54;2017
554;353-400;A Fully Abstract Semantics for Causality in the \pi-Calculus.;35;1998
555;249-268;A Practical General Method for Constructing LR(k) Parsers.;7;1977
556;257-272;Hybrid networks of evolutionary processors are computationally complete.;41;2005
557;320-335;Berechnung und Programm. I.;1;1972
558;145-158;Optimal Merging of 2 Elements with n Elements.;1;1971
559;277-280;Short Resolution Proofs for a Sequence of Tricky Formulas.;33;1996
560;293-309;Relational Level Data Structures for Programming Languages;2;1973
561;541-552;Deep pushdown automata.;42;2006
562;377-425;Distributed Consensus, revisited.;44;2007
563;303-314;On Computing the Transitive Closure of a Relation.;8;1977
564;301-313;A General Proof Rule for Procedures in Predicate Transformer Semantics.;20;1983
565;103-117;An Experimentally Validated Model of the Paging Drum.;11;1979
566;89-94;Inherently Nonplanar Automata.;6;1976
567;673-693;Packing rectangles in a strip.;38;2002
568;147-164;Throughput analysis in wireless networks with multiple users and multiple channels.;43;2006
569;377-390;A Unified Approach to the Generation and the Acception of Formal Languages.;9;1978
570;1-20;A Theory of Interactive Programming.;17;1982
571;1-22;Analysis of dual-hop and multiple relays cooperative truncated ARQ with relay selection in WSNs.;53;2016
572;229-240;A 2.5;22;1985
573;193-207;A Characterization of Systolic Binary Tree Automata and Applications.;21;1984
574;181-210;Conceptual Classes and System Classes in Object Databases.;35;1998
575;277-310;Decidable Properties of Monadic Recursive Schemas With a Depth Parameter.;22;1985
576;693-719;Data Refinement and Algebraic Structure.;36;2000
577;305-340;Procédures de reprise dans les systèmes de gestion de base de données réparties.;11;1979
578;365-386;A Model of a Virtual Memory System.;6;1976
579;927-982;Class Hierarchy Specialization.;36;2000
580;50-63;Program Proving: Coroutines.;2;1973
581;1-15;Sparsification and subexponential approximation.;55;2018
582;637-643;Converting Untyped Formulas to Typed Ones.;35;1998
583;162-171;Sequential and Jumping Machines and their Relation to Computers;2;1973
584;1-13;A Characterization of Database Graphs Admitting a Simple Locking Protocol.;16;1981
585;1-15;Some Modified Algorithms for Dijkstra's Longest Upsequence Problem.;18;1982
586;159-172;Congruences et Automorphismes des Automates Finis.;1;1971
587;383-393;Familles de langages translatables et fermées par crochet;2;1973
588;449-466;Partage de tâches entre processeurs homogenes.;18;1982
589;41-59;A Model of the Dynamic Behavior of B-Trees.;27;1989
590;603-605;Correction to Null Values in Nested Relational Databases by Mark A. Roth, H. F. Korth, and A. Silberschatz.;28;1991
